csad,cssd,r_m,r_m_abs,r_m_sqr,stringencyindex_weightedaverage,c6e_stayathomerequirements,D25Upper,D10Upper,D5Upper,populationvaccinated,rolling_deaths,cases
1.343584,.1183938,.0543746,.0543746,.0061758,.7361,3,0,0,0,88.5,99.85714,35862
1.240136,.1134801,-.0822019,.0822019,.0033629,.7361,3,0,0,0,88.5,97.85714,32694
1.682391,.1610306,-1.290207,1.290207,1.602746,.7361,3,0,0,0,88.5,96.42857,29355
1.49792,.1210868,-.4512763,.4512763,.1823844,.7361,3,0,0,0,88.5,101.2857,20500
1.059328,.0901172,-.0587677,.0587677,.0011941,.7361,3,0,0,0,88.5,95.42857,32669
1.398288,.1232907,-.4854146,.4854146,.2127084,.7361,3,0,0,0,88.5,89.14286,31582
1.664723,.1382981,-2.25725,2.25725,4.98646,.7361,3,0,0,0,88.5,87.42857,29359
1.422111,.1124059,1.786194,1.786194,3.277569,.7361,3,0,0,0,88.5,82.85714,25967
1.068234,.0930338,.3170261,.3170261,.116443,.7361,3,0,0,0,88.5,75.42857,19637
1.081411,.0951082,.5859435,.5859435,.372289,.7361,3,0,0,0,88.67,72.42857,28719
1.265261,.1110261,-.9738519,.9738519,.901817,.7361,3,0,0,0,88.67,73.28571,29052
1.061379,.0843021,-.3258547,.3258547,.0909887,.7361,3,0,0,0,88.71,71,27138
1.221883,.1017209,-.6970562,.6970562,.4527201,.7361,3,0,0,0,88.71,64.71429,23618
1.075234,.0962011,1.004109,1.004109,1.057443,.7361,3,0,0,0,88.71,65.42857,18896
.9552661,.088006,-.2348233,.2348233,.0443574,.7361,3,0,0,0,88.71,65.71429,27038
1.265296,.1419667,.1190005,.1190005,.0205096,.7361,3,0,0,0,88.71,62.85714,27755
1.334635,.1079672,-1.204303,1.204303,1.392615,.7361,3,0,0,0,88.71,61.28571,26089
1.378619,.1193545,.0119801,.0119801,.0013098,.7361,3,0,0,0,88.71,52.14286,22895
1.354388,.1113014,-2.722121,2.722121,7.278715,.7361,3,0,0,0,88.71,50.14286,18367
1.286436,.1109624,-.7967576,.7967576,.5968277,.7361,3,0,0,0,88.71,50,25279
1.026512,.0885525,.7625321,.7625321,.6189653,.7361,3,0,0,0,88.71,49.71429,25929
1.316828,.1089785,1.447684,1.447684,2.166477,.7361,3,0,0,0,88.71,48.57143,25115
1.106395,.0986952,.140322,.140322,.0270712,.7361,3,0,0,0,88.71,48.42857,24043
.9686233,.0837059,-.0360075,.0360075,.0001391,.7361,3,0,0,0,88.95,47.14286,17411
1.015027,.0910307,-.7029551,.7029551,.460693,.7361,3,0,0,0,88.95,44.14286,25747
1.41374,.1149595,2.204383,2.204383,4.966632,.7361,3,0,0,0,88.95,43.14286,26401
1.207872,.1066281,.3683804,.3683804,.1541283,.7361,3,0,0,0,88.95,41.14286,25082
1.218273,.1101254,-.4450854,.4450854,.1771349,.7361,3,0,0,0,88.95,33,23581
.9651341,.0904685,-.0385651,.0385651,.000206,.7361,3,0,0,0,88.95,32,18103
1.068475,.0932848,.9045838,.9045838,.8626605,.7361,3,0,0,0,88.95,32.85714,25733
1.100019,.1345691,-1.036161,1.036161,1.024042,.7361,3,0,0,0,88.95,34,27870
1.344729,.1208626,-.1971166,.1971166,.0298962,.7361,3,0,0,0,88.95,33.14286,26424
1.182988,.1024085,.5995855,.5995855,.3891226,.7361,3,0,0,0,88.95,34.14286,25251
1.2578,.1111011,-.2735529,.2735529,.0621712,.7917,3,1,1,0,88.95,34.42857,19693
1.35421,.1179558,-1.800178,1.800178,3.154057,.7917,3,1,1,0,88.95,34.28571,29168
1.294445,.1067742,1.022444,1.022444,1.095487,.7917,3,1,1,0,88.95,33.57143,32027
1.115357,.0944414,-.2906927,.2906927,.0710123,.7917,3,1,1,0,88.95,34.57143,30805
1.086003,.0871417,-.0980958,.0980958,.0054589,.7917,3,1,1,0,88.95,38.42857,30209
1.218047,.1047338,.146493,.146493,.02914,.7917,3,1,1,0,88.95,38.14286,23517
1.721418,.1409496,-.3813308,.3813308,.1275342,.7917,3,1,1,0,88.95,40.14286,34704
1.32694,.1110278,-.4878635,.4878635,.2149733,.7546,3,0,0,0,88.95,39.85714,38197
1.132498,.0990303,-.0306324,.0306324,.0000412,.7546,3,0,0,0,88.95,40,37797
1.415554,.1162134,.186417,.186417,.0443643,.7546,3,0,0,0,88.95,39.85714,37783
1.214586,.1022589,1.173533,1.173533,1.434592,.7546,3,0,0,0,88.95,41.71429,27188
.9470636,.0899331,-.2216669,.2216669,.0389887,.7546,3,0,0,0,89.11,40.28571,39627
1.015079,.0801857,-.1830752,.1830752,.0252377,.7546,3,0,0,0,89.11,42,44567
1.167608,.0964367,1.293648,1.293648,1.736753,.7546,3,0,0,0,89.11,41.14286,38417
1.178242,.100914,.0120547,.0120547,.0013152,.6991,3,0,0,0,89.11,42.28571,27790
.7320971,.0592159,-.9839861,.9839861,.9211674,.6991,3,0,0,0,89.11,41.85714,49311
1.374188,.1103036,-.6904782,.6904782,.4439115,.6991,3,0,0,0,89.11,42.57143,52089
1.31664,.101399,-3.064997,3.064997,9.246377,.6991,3,0,0,0,89.11,45.71429,48102
1.407811,.1118608,-.5070552,.5070552,.2331381,.6991,3,0,0,0,89.11,50.85714,41563
1.192042,.1045417,.0571506,.0571506,.0066198,.6991,3,0,0,0,89.11,51.14286,30166
1.265363,.1066523,.1426723,.1426723,.0278502,.6991,3,0,0,0,89.11,51.85714,46312
1.169593,.0960417,-.850874,.850874,.6833711,.6991,3,0,0,0,89.11,52,48725
1.149757,.0915772,-.5522045,.5522045,.2787767,.6991,3,0,0,0,89.11,53.85714,44260
1.635519,.1279585,-1.768094,1.768094,3.041126,.6991,3,0,0,0,89.11,72.14286,40424
1.330138,.1064539,1.727841,1.727841,3.069687,.6991,3,0,0,0,89.11,76,30124
1.345193,.1008028,-1.762813,1.762813,3.022734,.6991,3,0,0,0,89.17,76.28571,47084
1.180037,.0904047,-.6135592,.6135592,.3473308,.6991,3,0,0,0,89.17,76.85714,50009
1.1135,.0911601,-.0810782,.0810782,.0032338,.6991,3,0,0,0,89.17,74.28571,46290
1.832897,.1511232,-1.460939,1.460939,2.064186,.6619999,2,0,0,0,89.17,58.42857,46450
1.393658,.1200971,.088068,.088068,.0126067,.6619999,2,0,0,0,89.17,62.14286,34107
1.314155,.1031837,1.64236,1.64236,2.77746,.6619999,2,0,0,0,89.19,63,43157
1.336959,.1156762,-.1940796,.1940796,.0288552,.6619999,2,0,0,0,89.19,61.28571,54449
1.497291,.1281387,1.879123,1.879123,3.622682,.6619999,2,0,0,0,89.19,57.57143,55362
1.207786,.1010867,.6252899,.6252899,.4218519,.6619999,2,0,0,0,89.19,62.28571,43568
.9438269,.0865763,-.1381689,.1381689,.0129863,.6619999,2,0,0,0,89.19,61,30778
1.033926,.0857669,-1.41528,1.41528,1.935072,.6619999,2,0,0,0,89.19,60.28571,46590
1.107479,.0938179,-.3068675,.3068675,.0798945,.6619999,2,0,0,0,89.19,61.42857,46430
1.117169,.0944598,.0072069,.0072069,.0009871,.6619999,2,0,0,0,89.19,70.57143,41248
1.60903,.1377881,-2.194119,2.194119,4.7085,.6619999,2,0,0,0,89.19,66.85714,37248
1.367869,.1128144,-.4672943,.4672943,.1963224,.6619999,2,0,0,0,89.19,68.42857,28281
1.787129,.1384091,1.15704,1.15704,1.395356,.6619999,2,0,0,0,89.19,70.14286,41072
1.575202,.1530321,.1249688,.1249688,.0222547,.6619999,2,0,0,0,89.19,70.85714,42374
1.548054,.1215287,-2.700904,2.700904,7.164683,.6619999,2,0,0,0,89.19,69.57143,37795
2.302377,.1797865,-.6815724,.6815724,.4321235,.6619999,2,0,0,0,89.19,72.57143,33756
2.017106,.1641217,2.58627,2.58627,6.814615,.6619999,2,0,0,0,89.19,72.85714,24720
1.428075,.1136853,1.09586,1.09586,1.25456,.625,2,0,0,0,89.19,73.71429,36175
1.073894,.0970055,-.7107434,.7107434,.4713262,.625,2,0,0,0,89.19,74,32158
1.314168,.1031122,2.322115,2.322115,5.505247,.625,2,0,0,0,89.22,73.85714,35371
1.187187,.1005718,.3488712,.3488712,.1391906,.625,2,0,0,0,89.22,73,26285
.8837525,.073601,-.3768499,.3768499,.1243539,.625,2,0,0,0,89.22,68.42857,19022
1.183169,.1160971,-.2199642,.2199642,.0383192,.625,2,0,0,0,89.22,62.85714,27606
1.200766,.1011297,-.2190934,.2190934,.037979,.625,2,0,0,0,89.22,65.42857,27796
1.838431,.150385,2.127033,2.127033,4.627854,.625,2,0,0,0,89.22,63.14286,25157
1.69738,.1402751,.3951888,.3951888,.1758965,.625,2,0,0,0,89.22,60,22192
1.399333,.109879,1.532377,1.532377,2.422968,.625,2,0,0,0,89.22,61.57143,20002
1.21759,.10116,-.5451346,.5451346,.271361,.625,2,0,0,0,89.22,66.85714,21861
1.176363,.1044724,.1512645,.1512645,.0307918,.625,2,0,0,0,89.22,66.57143,27172
1.139923,.0996331,-.4983791,.4983791,.224835,.6991,2,0,0,0,89.22,68.57143,24683
1.263941,.1000786,-.8552648,.8552648,.6906499,.7546,2,0,0,0,89.22,66.28571,20582
1.545118,.1226415,.0297146,.0297146,.002908,.7546,2,0,0,0,89.22,66.85714,16085
1.075305,.0893425,.0606784,.0606784,.0072063,.7917,3,1,1,0,89.22,66.14286,22959
1.003625,.085149,-.2598602,.2598602,.0555303,.7917,3,1,1,0,89.22,56.85714,24259
1.486977,.124795,.8676318,.8676318,.7953843,.7917,3,1,1,0,89.22,59.71429,21534
1.220891,.0987241,-.814355,.814355,.6243269,.7917,3,1,1,0,89.27,54.57143,19122
1.835048,.1483544,2.897895,2.897895,8.538708,.7917,3,1,1,0,89.27,50.57143,16306
1.156951,.1070653,-.0745972,.0745972,.0025387,.7917,3,1,1,0,89.27,45.14286,23662
1.41854,.1118285,.4629135,.4629135,.2372906,.7176,1,0,0,0,89.27,59.85714,24429
.9433054,.0737753,-.5079239,.5079239,.2339778,.7176,1,0,0,0,89.27,54,22407
1.651321,.1344928,2.268291,2.268291,5.255565,.7176,1,0,0,0,89.27,51.28571,19900
1.226011,.1018333,.0211875,.0211875,.0020611,.7176,1,0,0,0,89.27,53.57143,17829
1.190762,.0957053,-.363925,.363925,.1154054,.7176,1,0,0,0,89.27,57.14286,23433
1.058698,.0867236,-.0379473,.0379473,.0001887,.6898,1,0,0,0,89.27,47.57143,24659
1.357408,.1113332,.4263639,.4263639,.2030181,.6713,0,0,0,0,89.27,47,22583
1.71033,.1316802,-1.244478,1.244478,1.489052,.6713,0,0,0,0,89.27,102.7143,747894
1.050692,.0839125,.1224567,.1224567,.0215115,.588,0,0,0,0,89.35,124.4286,896102
1.181496,.1067637,-.1436153,.1436153,.0142573,.5324,0,0,0,0,89.35,146,1030187
1.05972,.0808721,-.5335593,.5335593,.2594353,.5324,0,0,0,0,89.35,169.1429,1219935
1.078325,.0885089,.349394,.349394,.139581,.5324,0,0,0,0,89.35,190.4286,1789770
1.074816,.0917887,-2.257843,2.257843,4.989108,.4769,0,0,0,0,89.35,226.7143,4068849
1.168303,.0936423,-1.167339,1.167339,1.306741,.4769,0,0,0,0,89.35,244,5102957
.9002445,.0706056,-.1457956,.1457956,.0147827,.4769,0,0,0,0,89.35,268.4286,5905312
1.260657,.1051975,-.205403,.205403,.0328304,.4769,0,0,0,0,89.35,303.2857,6434648
.929877,.081037,-.0436115,.0436115,.0003764,.4769,0,0,0,0,89.35,362.5714,6966046
1.303813,.1037095,.196726,.196726,.0488133,.4769,0,0,0,0,89.35,685,4768272
1.05801,.0893971,.8795685,.8795685,.816818,.4769,0,0,0,0,89.35,835.5714,4462481
1.154392,.0982912,-.4626585,.4626585,.1922358,.4769,0,0,0,0,89.35,983.2857,4356772
.9808784,.0784614,-.4701687,.4701687,.1988779,.4769,0,0,0,0,89.35,1120.714,3533372
.821743,.066196,.6064373,.6064373,.3977178,.4769,0,0,0,0,89.35,1294.571,2929223
